Country Name,CountryCode,Series Name,Series Code,Y2010,Y2011,Y2012,Y2013,Y2014
Uruguay,URY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.803409668,5.162133026,3.323114945,5.100361248,3.498414788
Chad,TCD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,13.55010086,0.082869798,8.882576072,5.700001363,7.300000713
Armenia,ARM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.199999999,4.699999999,7.200000003,3.499999997,3.400000001
Israel,ISR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.750532184,4.190876897,2.995789893,3.248291635,2.766731966
Iraq,IRQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.537890251,10.21408931,12.61641718,8.380558671,-6.429101906
Belize,BLZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.323871124,2.103950804,3.824748783,1.525675273,0
Cabo Verde,CPV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.466912709,3.968783812,1.081918311,1.045244023,2.738246888
Russian Federation,RUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.503725625,4.264176565,3.405546804,1.340797615,0.640485764
Bulgaria,BGR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.655325112,1.982003144,0.492189952,1.065865089,1.705473502
Croatia,HRV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.701136888,-0.281367268,-2.187589799,-0.939174027,-0.399950151
Guam,GUM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0,0,0,0,0
Iceland,ISL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.067113678,2.40098108,1.309806059,3.560387562,1.871435484
Guinea,GIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.936217423,3.90876145,3.944111989,2.299999238,-0.300010232
Guinea-Bissau,GNB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.432021672,9.028655594,-2.233317539,0.32869042,2.540286296
Liechtenstein,LIE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0,0,0,0,0
Libya,LBY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.021289739,-62.07591958,104.4867889,-13.55238921,-24.03095917
Liberia,LBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.099946049,8.2,7.994451911,8.703870094,0.5
Canada,CAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.374248555,2.96010266,1.922864994,2.003508162,2.531770225
Ghana,GHA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.899740293,14.04600263,9.292511869,7.328780544,4.178309265
Gabon,GAB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.441453136,6.326495719,6.502586378,4.345852986,4.300001939
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.78911688,1.806605435,-1.477944687,1.525166806,3.635449748
Northern Mariana Islands,MNP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0,0,0,0,0
South Sudan,SSD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.4929179,-4.638970408,-46.08249852,13.13063457,36.16522544
South Africa,ZAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.039747085,3.212451755,2.219824006,2.212354431,1.524842816
Botswana,BWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.563257129,6.048549263,4.83138698,9.322434223,4.421063812
Qatar,QAT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,16.72897536,14.119,5.1043,6.238,6.153
Rwanda,RWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.312669275,7.851934941,8.788351534,4.684512428,6.96347032
Luxembourg,LUX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.144673181,2.609030403,-0.162966697,1.990206037,0
India,IND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.25996299,6.63834773,5.081417925,6.899217233,7.416710026
Indonesia,IDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.223854181,6.169784208,6.030050653,5.579211168,5.024664957
Guatemala,GTM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.869372389,4.161945918,2.969848828,3.697585601,4.241584033
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.525298669,7.868140919,5.220345768,4.641572214,3.802080137
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.194189769,8.679800386,7.017108852,1.332252085,1.70344118
Cuba,CUB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.388332912,2.802964336,3.014390465,2.686032552,0
Kyrgyz Republic,KGZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.471566848,5.956274377,-0.088150193,10.91546938,3.603036144
Djibouti,DJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.450192961,5.385134251,3.003496437,4.999907255,5.499368447
Kazakhstan,KAZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.3,7.500000001,4.999999999,6,4.3
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.971800705,6.589511516,4.043943806,4.936289501,4.552500992
Costa Rica,CRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.954320527,4.517746474,5.167582778,3.437273971,3.502352231
Cameroon,CMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.268648874,4.140591847,4.588738701,5.561688129,5.886294664
Tuvalu,TUV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.729427912,8.453323926,0.174458145,1.298187614,0
Turkmenistan,TKM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.197805069,14.69934708,11.10183888,10.20001073,10.29998277
Turkey,TUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.156952903,8.772747615,2.127460619,4.192509259,2.86670174
St. Lucia,LCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.039710425,1.241586398,-1.597608138,-0.431955475,-1.595330462
St. Kitts and Nevis,KNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.227007768,1.695117941,-1.225698,3.762065229,6.339234723
Sao Tome and Principe,STP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.511410895,4.943449338,4.000000005,3.999999996,4.225800281
St. Vincent and the Grenadines,VCT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.365069493,-0.480673797,1.165562972,1.795450237,-0.451725793
St. Martin (French part),MAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0,0,0,0,0
Sint Maarten (Dutch part),SXM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0,0,0,0,0
San Marino,SMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0,0,0,0,0
Guyana,GUY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.370869417,5.437126058,4.816458917,5.22162589,3.828406874
Tanzania,TZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.358886081,7.904507572,5.141013621,7.26306003,6.965132962
Ethiopia,ETH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,12.55053833,11.17829624,8.647811053,10.49043607,9.936059663
Kiribati,KIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.500317782,2.740007765,2.810013544,2.97279334,3.03030303
Tajikistan,TJK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.5,7.4,7.5,7.4,6.699250546
Senegal,SEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.266247626,2.066645293,3.452902581,3.5,3.917319843
Serbia,SRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.584478088,1.401465736,-1.015270388,2.571734107,-1.812781844
Sierra Leone,SLE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.346644565,5.961211231,15.20889189,20.12359402,6.981865773
Cyprus,CYP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.390644058,0.261283105,-2.384531145,-5.356745491,-2.255259091
Seychelles,SYC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.945430856,7.894705851,6.039787861,6.622540087,2.763439793
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.110198731,4.044614776,4.007370613,1.390831387,2.12475861
Togo,TGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.99567877,4.883763946,5.91249112,5.117622456,5.708886445
Dominica,DMA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.074380165,-0.081766149,-1.391162029,-0.912863071,2.42881072
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.302152802,2.820884489,2.629506212,4.777741911,7.340878365
Austria,AUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.880117659,3.071425817,0.883846197,0.228021381,0.300727589
Bangladesh,BGD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.571802274,6.46438388,6.521435078,6.013596067,6.116224166
Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.407654794,3.918596986,5.155440545,6.800058482,3.901265128
Antigua and Barbuda,ATG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-7.142991335,-1.793435604,4.019541839,-0.071363851,3.221505237
Andorra,ADO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-5.347977181,-4.802675037,-1.760010328,-0.063514313,0
Nicaragua,NIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.191298781,6.231594588,5.131796229,4.510537036,4.702775972
Nigeria,NGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.839739477,4.887386611,4.279277314,5.394416311,6.309718253
Niger,NER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.369239798,2.31140022,11.81366328,4.582355297,6.900771748
Nepal,NPL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.81641465,3.421828241,4.85247634,3.781821435,5.475929499
Pakistan,PAK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.606691959,2.74840255,3.507044054,4.408712308,5.411811496
Barbados,BRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.253470343,0.75850389,0.009287901,-15.26246393,0.20746888
Papua New Guinea,PNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.674331651,10.66932893,8.087543144,5.537412004,0
Paraguay,PRY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,13.09300368,4.342407086,-1.238968506,14.22460271,4.350129148
Panama,PAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.851873793,10.77019485,10.24710466,8.352293815,6.161704916
Bahrain,BHR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.334407088,2.100184109,3.588704571,5.337538507,4.506795379
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.572067155,3.916382188,1.762488805,2.74369665,0.144707354
Burkina Faso,BFA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.446325183,6.521769448,6.452674754,6.669357748,4.049760898
Burundi,BDI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.785902543,4.191625681,4.01936553,4.594054218,4.660918184
Greece,GRC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-5.448755761,-8.863679768,-6.571893179,-3.895153129,0.774209609
Palau,PLW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.789224212,8.317675714,4.568747664,-2.034081529,7.951975484
Curacao,CUW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0,0,0,0,0
Cayman Islands,CYM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0,0,0,0,0
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.090769512,3.589997242,0.376483651,0.105792041,1.604381006
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.710582418,0.586820837,-2.770415892,-1.698274142,-0.426096767
Solomon Islands,SLB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.895556838,12.92847503,4.660611855,3.014386846,1.507426291
Latvia,LVA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.873609696,4.997474341,4.834156296,4.226467236,2.361633257
Norway,NOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.601934441,0.96877971,2.748768782,0.742155987,2.23473697
Czech Republic,CZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.295089115,1.963780536,-0.808400773,-0.701654025,1.991617327
Moldova,MDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.094071762,6.414350738,-0.700000351,9.396806409,4.6
Morocco,MAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.642974764,4.985647093,2.669166448,4.381457983,2.555054982
Monaco,MCO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0,0,0,0,0
Brunei Darussalam,BRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.598965911,3.429818477,0.948354662,-1.751960547,5.3
Fiji,FJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.954673156,2.705141495,1.830396564,3.470455989,3.799808139
Swaziland,SWZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.680816911,1.327171806,2.663803757,3.011454774,2.46706977
Slovak Republic,SVK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.827314045,2.704198974,1.602037893,1.424738518,2.409658361
Slovenia,SVN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.221819153,0.612801297,-2.639506751,-0.998492962,2.636709894
Sri Lanka,LKA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.015959406,8.245909534,6.341361551,7.249002393,7.367421291
Singapore,SGP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,15.24037704,6.207448728,3.414361301,4.443213647,2.918389477
New Caledonia,NCL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0,0,0,0,0
New Zealand,NZL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.441475845,2.21839831,2.177812333,2.474918471,0
Japan,JPN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.652030143,-0.45272483,1.753689775,1.613366904,-0.10447889
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.753708903,5.839640585,5.457130618,4.226190624,1.894049024
Cambodia,KHM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.963078575,7.069569946,7.313345505,7.356665149,7.031709556
Grenada,GRD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.476947536,0.745473908,-1.162790698,2.459893048,1.513569937
Greenland,GRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0,0,0,0,0
Georgia,GEO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.253028626,7.199999063,6.182117328,3.319930795,4.766442435
Belgium,BEL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.501054567,1.618317967,0.092812881,0.291113561,1.06654615
Mauritania,MRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.77369717,4.385441191,5.969023853,5.675564581,6.418888813
Mauritius,MUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.100201815,3.886294035,3.200000003,3.200000002,3.600000021
Tonga,TON,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.165690916,2.01912478,0.546957252,-2.675541923,2.143955465
Saudi Arabia,SAU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.761829006,9.95898847,5.38446595,2.669911395,3.467704913
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.965657819,2.079228327,0.182689429,0.656488993,0.179563041
French Polynesia,PYF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0,0,0,0,0
Faeroe Islands,FRO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0,0,0,0,0
Poland,POL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.709810387,4.769475358,1.820940819,1.713859911,3.36996337
Puerto Rico,PRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.612530288,-1.890463033,-2.772499076,-0.577342697,0
Bosnia and Herzegovina,BIH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.700000126,0.957763336,-1.209023126,2.480000042,1.246022998
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.810512395,0.077086894,6.490571575,2.890758479,0.710822704
Zimbabwe,ZWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,11.37592123,11.90540789,10.56520427,4.484095146,3.168210612
Honduras,HND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.731270148,3.835560728,-2.982074413,2.606743834,3.483158037
Haiti,HTI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-5.497792337,5.523737754,2.885096051,4.247935032,2.74985019
Channel Islands,CHI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0,0,0,0,0
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.962366101,2.321478902,3.727818428,2.511938261,2.474910319
Ireland,IRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.27550501,2.772706339,-0.313052822,0.173617084,4.792533518
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.475873851,8.263792513,4.650562696,1.629773391,2.08261591
Jamaica,JAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.480026897,1.703150085,0.724298566,1.274858022,0
Turks and Caicos Islands,TCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0,0,0,0,0
Trinidad and Tobago,TTO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.208234844,-1.601761263,1.521672127,1.600062968,0
Bolivia,BOL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.126722591,5.173930421,5.176430978,6.775601009,5.399085429
Sweden,SWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.988927133,2.664408163,-0.286319956,1.282360789,2.278441474
Switzerland,CHE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.953806584,1.804553114,1.109171726,1.915615441,0
Vanuatu,VUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.632696617,1.20747585,1.770584777,1.96914608,0
Belarus,BLR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.740781216,5.543711461,1.731391223,1.073600801,1.587801619
Bermuda,BMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.094113534,-3.33949441,-4.834540171,-2.511154431,0
Kuwait,KWT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.367061944,9.628436082,6.626388081,1.479035149,0
Comoros,COM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.199999982,2.600000088,2.999999972,3.499999994,3.003660309
Cote d'Ivoire,CIV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.017638592,-4.387259842,10.70650783,9.218578723,8.995497386
Kosovo,KSV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.309574839,4.385584021,2.754668146,3.431989924,2.500543596
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.45074688,6.452215996,5.950346345,5.773430684,2.350705442
Tunisia,TUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.249398828,-0.508302869,4.661334784,2.521341111,0
Lithuania,LTU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.61893218,6.114716102,3.838322648,3.257276204,2.949872877
Somalia,SOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0,0,0,0,0
Jordan,JOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.336830301,2.560808799,2.651203349,2.829210769,3.096330275
West Bank and Gaza,WBG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.337462352,7.892979819,14.47524769,-4.28112541,-1.499056955
Namibia,NAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.963780157,5.174884438,5.167646476,5.110176938,4.475961994
Myanmar,MMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0,0,0,8.244874539,8.499663602
Romania,ROM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.93965598,2.308920543,0.353678398,3.499921297,1.756560487
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.53192038,1.601454273,2.321084741,2.219307991,2.388226907
Virgin Islands (U.S.),VIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0,0,0,0,0
American Samoa,ASM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0,0,0,0,0
Lao PDR,LAO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.526905517,8.038652681,8.024211032,8.518422612,7.458020211
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.402277064,6.11161346,4.554912438,5.687231313,5.328057786
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.992355336,2.570792586,-1.426177315,-1.321569361,-0.114098647
Sudan,SDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.469335244,-1.967729268,-2.214703047,3.308186182,3.079559627
Suriname,SUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.157261795,5.267209149,3.008461297,2.880032451,0
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.911377665,1.645120728,0.659035023,1.664698826,2.553033181
Netherlands,NLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.070503848,1.663619434,-1.585708514,-0.725512456,0.873913345
Mozambique,MOZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.767812039,7.419097731,7.074000609,7.312036355,7.372599667
Lesotho,LSO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.867081634,4.045592214,4.994849617,4.603911234,1.983419325
Philippines,PHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.632263916,3.659755139,6.801330639,7.181121861,6.095871823
El Salvador,SLV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.364783667,2.21683561,1.880955461,1.675888994,2
Samoa,WSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.479158713,5.778544297,0.409528159,-1.928082041,1.194073613
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.898675039,-1.826801401,-4.028265295,-1.604815875,0.891129718
Mongolia,MNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.365161685,17.29077735,12.31981973,11.64458043,7.823899144
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.013804783,-0.617622686,-2.088745234,-1.229951981,1.389371939
Benin,BEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.611487073,3.26371861,5.395889626,5.640149161,5.369098397
Zambia,ZMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.29820581,6.338446147,6.730573989,6.713450204,6.000000073
Equatorial Guinea,GNQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.300129418,4.995987885,3.220213278,-4.844898604,-3.107357222
Vietnam,VNM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.423238217,6.240302749,5.247367156,5.421882991,5.983654637
Azerbaijan,AZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.854339324,0.065922768,2.200000188,5.796678396,2
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.433290482,6.113685169,14.43474129,1.934142828,1.998533202
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.600169066,2.800018252,3.299991384,2.8,4.099998839
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.706905672,2.545359489,1.623698601,1.417423278,1.9
Syrian Arab Republic,SYR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0,0,0,0,0
United Arab Emirates,ARE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.635449057,4.885270662,4.677891717,5.2,3.605467751
Oman,OMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.802852057,-1.091025209,7.08065789,3.912783126,0
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.451578331,8.386451456,0.801760179,2.885351883,0.46925706
Aruba,ABW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0,0,0,0,0
Maldives,MDV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.196444635,10.8308372,1.492160161,7.720678134,7.562028056
Isle of Man,IMY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0,0,0,0,0
Malawi,MWI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.533362437,4.347495193,1.885799515,5.199999988,5.700000002
Malaysia,MYS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.425970496,5.18725089,5.644607234,4.73391982,6.032905371
Marshall Islands,MHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.144004056,0.023608619,4.721089528,2.988574581,0
Malta,MLT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.3,1.4,1.1,2.9,0
Madagascar,MDG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.263110856,1.454392168,3.027536044,2.414297692,2.973185114
Mali,MLI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.81931483,2.73011101,-0.408303576,2.13724361,7.222129273
Lebanon,LBN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.996086279,2.004586303,2.2,0.9,2
Montenegro,MNE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.463728413,3.228277975,-2.545812088,3.337530877,1.525195607
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,4514.94052,5574.187093,6264.643878,6991.853866,7593.881891
Bhutan,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,2201.293078,2485.787052,2452.151588,2360.421517,2380.906962
Timor-Leste,TMP,GDP per capita (current US$),NY.GDP.PCAP.CD,875.8365693,1002.327757,1105.349369,1243.995055,1280.415013
Central African Republic,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,446.8002046,484.5832181,469.6842871,327.8989609,371.1096237
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,57647.66876,61304.0612,57636.12531,59818.63153,60634.39427
Ukraine,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,2973.996481,3569.757027,3855.42128,4029.715504,3082.461447
Uzbekistan,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,1377.08214,1544.827773,1719.036196,1877.964512,2037.698724
Uganda,UGA,GDP per capita (current US$),NY.GDP.PCAP.CD,567.2453445,544.6910663,670.1788054,675.4433134,696.4089537
Uruguay,URY,GDP per capita (current US$),NY.GDP.PCAP.CD,11938.21554,14166.55767,15127.34622,16879.45316,16806.84557
Chad,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,895.8779959,988.4431598,972.6793451,985.0952473,1024.668452
Armenia,ARM,GDP per capita (current US$),NY.GDP.PCAP.CD,3124.784018,3417.171836,3343.437635,3486.145636,3619.776319
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,30551.12468,33275.15681,32514.36735,36050.69796,37031.67703
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,4487.366289,5839.313082,6650.229057,6882.406872,6334.126679
Belize,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,4344.136669,4517.123997,4674.293377,4719.137955,0
Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,3393.927212,3766.111473,3497.689697,3623.224045,3641.108167
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,10674.9972,13323.88338,14078.83057,14487.27987,12735.9184
Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,6580.813875,7588.808942,7198.518461,7498.831484,7712.763911
